BridgeID,BridgeName,BridgeType,Country,PaperSource,Year,Span_m,Width_m,Height_m,Width_Height_Ratio,Total_Length_m,Structure_Type,Natural_Freq_Hz,First_Freq_Hz,Second_Freq_Hz,Drag_Coefficient,Lift_Coefficient,VIV_Wind_Speed_ms,Critical_Wind_Speed_ms,Max_Amplitude_mm,Amplitude_RMS_mm,Damping_Ratio,Vibration_Suppression,Suppression_Effect,Risk_Level,Notes
26,Millau Bridge,Cable-Stayed,France,SCI Paper,2004.0,342,32.0,4.2,7.62,2460.0,Steel Box,0.163,0.148,0.285,0.79,0.15,8.8,13.7,28.4,21.1,0.019,Flow Control,Reduce 38%,Medium,CFD Analysis
27,Tatara Bridge,Cable-Stayed,Japan,EI Journal,1999.0,890,30.6,3.1,9.87,1480.0,Steel Box,0.142,0.127,0.268,0.84,0.17,9.4,14.2,35.8,26.4,0.017,Fairings,Reduce 44%,Medium,Field Monitoring
28,Brooklyn Bridge,Suspension,USA,Historical Data,1883.0,486,26.0,5.6,4.64,1825.0,Steel Truss,0.217,0.195,0.432,1.02,0.24,6.8,9.7,62.4,45.8,0.021,,,High,Wind Tunnel Test
29,Tower Bridge,Bascule,UK,Historical Data,1894.0,61,18.0,8.6,2.09,244.0,Steel Truss,0.642,0.578,1.284,1.14,0.28,5.2,7.3,18.5,13.7,0.035,,,Low,Field Monitoring
30,Tacoma Narrows Bridge,Suspension,USA,Historical Data,1950.0,853,20.1,3.4,5.91,1600.0,Steel Truss,0.118,0.106,0.221,0.89,0.22,11.2,15.8,71.3,52.4,0.012,Wind Fairings,Reduce 55%,High,Wind Tunnel Test
31,Pont de Normandie,Cable-Stayed,France,SCI Paper,1995.0,856,23.6,3.0,7.87,2141.0,Concrete Box,0.148,0.133,0.279,0.82,0.16,9.7,14.1,32.6,24.8,0.018,Fairings,Reduce 41%,Medium,CFD Analysis
32,Russky Bridge,Cable-Stayed,Russia,EI Journal,2012.0,1104,29.5,3.2,9.22,3100.0,Steel Box,0.114,0.102,0.215,0.86,0.15,8.5,12.8,39.2,28.7,0.016,,,High,Field Monitoring
33,Stonecutters Bridge,Cable-Stayed,Hong Kong,SCI Paper,2009.0,1018,37.4,3.5,10.69,1596.0,Steel Box,0.124,0.111,0.234,0.83,0.14,9.1,13.5,42.8,31.2,0.017,Damping System,Reduce 47%,High,Wind Tunnel Test
34,Rion-Antirion Bridge,Cable-Stayed,Greece,EI Journal,2004.0,560,27.2,3.1,8.77,2883.0,Steel Box,0.179,0.161,0.336,0.81,0.17,8.9,13.2,29.7,22.4,0.019,Seismic Dampers,Reduce 52%,Medium,Field Monitoring
35,Øresund Bridge,Cable-Stayed,Denmark/Sweden,SCI Paper,2000.0,490,23.5,3.2,7.34,7845.0,Concrete Box,0.204,0.184,0.384,0.78,0.16,9.3,14.6,25.8,19.3,0.02,,,Medium,CFD Analysis
36,Erasmus Bridge,Cable-Stayed,Netherlands,EI Journal,1996.0,284,32.0,2.9,11.03,802.0,Steel Box,0.354,0.318,0.665,0.77,0.15,7.8,11.9,27.1,20.4,0.022,,,Medium,Wind Tunnel Test
37,Confederation Bridge,Box Girder,Canada,SCI Paper,1997.0,250,11.0,40.0,0.28,12900.0,Concrete Box,0.4,0.36,0.752,0.91,0.13,12.5,18.2,15.3,11.8,0.025,Ice Shields,Reduce 65%,Low,Field Monitoring
38,Arthur Ravenel Jr Bridge,Cable-Stayed,USA,EI Journal,2005.0,471,26.8,3.4,7.88,4517.0,Concrete Box,0.213,0.191,0.399,0.8,0.16,9.6,14.3,31.4,23.7,0.018,,,Medium,CFD Analysis
39,Øresund Approach Bridge,Cable-Stayed,Denmark,SCI Paper,2000.0,293,23.5,3.2,7.34,7845.0,Concrete Box,0.342,0.308,0.643,0.78,0.16,9.0,13.8,22.5,17.1,0.021,,,Medium,CFD Analysis
40,Jiashao Bridge,Cable-Stayed,China,Field Monitoring,2013.0,428,33.0,3.1,10.65,10138.0,Concrete Box,0.234,0.211,0.441,0.82,0.15,8.7,13.1,36.8,27.4,0.017,Fairings,Reduce 43%,Medium,Field Monitoring
41,Donghai Bridge,Cable-Stayed,China,EI Journal,2005.0,420,31.5,3.2,9.84,32500.0,Concrete Box,0.238,0.214,0.447,0.81,0.16,9.2,13.7,34.2,25.8,0.018,,,Medium,CFD Analysis
42,Chesapeake Bay Bridge,Suspension,USA,Historical Data,1952.0,488,8.5,5.2,1.63,7000.0,Steel Truss,0.205,0.184,0.385,0.98,0.23,7.4,10.8,54.3,39.1,0.019,,,High,Wind Tunnel Test
43,Mackinac Bridge,Suspension,USA,Historical Data,1957.0,1158,22.9,2.4,9.54,8038.0,Steel Truss,0.087,0.078,0.163,0.92,0.2,10.1,14.5,46.7,33.8,0.015,,,High,Wind Tunnel Test
44,Ambassador Bridge,Suspension,USA/Canada,Historical Data,1929.0,564,27.4,3.0,9.13,2286.0,Steel Truss,0.177,0.159,0.333,0.96,0.22,8.3,12.1,38.9,28.7,0.017,,,Medium,Wind Tunnel Test
45,George Washington Bridge,Suspension,USA,Historical Data,1931.0,1067,35.8,3.4,10.53,1632.0,Steel Truss,0.094,0.084,0.176,0.94,0.21,9.8,14.2,49.2,35.6,0.014,,,High,Wind Tunnel Test
46,Forth Road Bridge,Suspension,UK,Historical Data,1964.0,1006,24.4,2.4,10.17,2512.0,Steel Box,0.1,0.09,0.188,0.89,0.18,10.7,15.3,44.8,32.4,0.016,,,High,Wind Tunnel Test
47,Severn Bridge,Suspension,UK,Historical Data,1966.0,988,22.9,3.0,7.63,1700.0,Steel Box,0.101,0.091,0.19,0.87,0.17,10.4,14.9,42.6,31.2,0.015,Aerodynamic Deck,Reduce 35%,High,Wind Tunnel Test
48,Bosphorus Bridge,Suspension,Turkey,Historical Data,1973.0,1074,33.4,3.3,10.12,1560.0,Steel Box,0.093,0.084,0.175,0.9,0.19,9.5,13.8,47.3,34.1,0.015,,,High,Wind Tunnel Test
49,Second Bosphorus Bridge,Cable-Stayed,Turkey,SCI Paper,1988.0,1090,39.4,3.5,11.26,1510.0,Steel Box,0.092,0.083,0.173,0.88,0.18,9.2,13.4,45.8,33.2,0.016,,,High,Field Monitoring
50,Yavuz Sultan Selim Bridge,Cable-Stayed,Turkey,EI Journal,2016.0,1408,58.4,3.0,19.47,2164.0,Steel Box,0.071,0.064,0.134,0.76,0.13,8.1,12.3,31.7,23.8,0.018,Advanced Damping,Reduce 48%,Medium,CFD Analysis
51,Canakkale Bridge,Suspension,Turkey,SCI Paper,2022.0,2023,45.1,3.8,11.87,4608.0,Steel Box,0.049,0.044,0.092,0.74,0.11,7.8,11.9,28.4,21.2,0.019,Aerodynamic Design,Reduce 52%,Medium,Field Monitoring
52,Kurushima Kaikyo Bridge,Suspension,Japan,EI Journal,1999.0,1030,27.0,3.0,9.0,4105.0,Steel Box,0.097,0.087,0.182,0.86,0.16,9.3,13.6,41.2,30.1,0.016,Wind Barriers,Reduce 39%,High,Wind Tunnel Test
53,Seto Ohashi Bridge,Cable-Stayed,Japan,SCI Paper,1988.0,1100,37.3,4.0,9.33,13100.0,Steel Box,0.091,0.082,0.171,0.83,0.15,8.9,13.1,43.7,32.4,0.017,Multiple Dampers,Reduce 55%,High,Field Monitoring
54,Rainbow Bridge,Suspension,Japan,EI Journal,1993.0,570,49.0,3.2,15.31,918.0,Steel Box,0.175,0.158,0.33,0.81,0.14,8.4,12.7,33.6,25.4,0.02,,,Medium,Wind Tunnel Test
55,Bay Bridge,Suspension,USA,Historical Data,1936.0,704,17.5,4.3,4.07,7180.0,Steel Truss,0.142,0.128,0.267,0.99,0.24,7.6,11.2,58.7,42.3,0.018,,,High,Wind Tunnel Test
56,Lions Gate Bridge,Suspension,Canada,Historical Data,1938.0,473,18.3,2.7,6.78,1823.0,Steel Truss,0.211,0.19,0.397,0.97,0.23,7.9,11.6,49.8,36.2,0.019,,,High,Wind Tunnel Test
57,Newport Pell Bridge,Suspension,USA,Historical Data,1969.0,488,25.9,2.9,8.93,3428.0,Steel Box,0.205,0.184,0.385,0.91,0.19,9.7,14.1,37.4,27.8,0.017,,,Medium,Wind Tunnel Test
58,Delaware Memorial Bridge,Suspension,USA,Historical Data,1951.0,655,20.1,3.0,6.7,3650.0,Steel Truss,0.153,0.138,0.288,0.94,0.21,8.8,12.9,43.2,31.7,0.016,,,High,Wind Tunnel Test
59,Betsy Ross Bridge,Truss,USA,Historical Data,1976.0,213,12.8,12.0,1.07,2670.0,Steel Truss,0.469,0.422,0.882,1.12,0.29,5.9,8.4,21.3,16.2,0.028,,,Low,Field Monitoring
60,Ben Franklin Bridge,Suspension,USA,Historical Data,1926.0,533,28.8,3.8,7.58,2917.0,Steel Truss,0.188,0.169,0.353,0.98,0.23,8.1,11.8,46.5,33.9,0.018,,,High,Wind Tunnel Test
61,Manhattan Bridge,Suspension,USA,Historical Data,1909.0,448,36.6,4.5,8.13,2089.0,Steel Truss,0.223,0.201,0.42,1.01,0.25,7.3,10.7,53.8,39.4,0.02,,,High,Wind Tunnel Test
62,Williamsburg Bridge,Suspension,USA,Historical Data,1903.0,488,36.6,4.9,7.47,2227.0,Steel Truss,0.205,0.184,0.385,1.03,0.26,7.1,10.4,56.2,41.1,0.019,,,High,Wind Tunnel Test
63,Queensboro Bridge,Cantilever,USA,Historical Data,1909.0,344,21.3,18.6,1.15,1135.0,Steel Truss,0.291,0.262,0.547,1.18,0.31,6.2,9.1,28.7,21.9,0.025,,,Medium,Field Monitoring
64,Hell Gate Bridge,Arch,USA,Historical Data,1916.0,298,23.8,30.5,0.78,17000.0,Steel Arch,0.336,0.302,0.631,1.21,0.33,5.8,8.5,19.4,14.8,0.032,,,Low,Field Monitoring
65,Sydney Harbour Bridge,Arch,Australia,Historical Data,1932.0,503,49.0,8.2,5.98,1149.0,Steel Arch,0.199,0.179,0.374,1.15,0.3,6.5,9.6,34.2,26.1,0.027,,,Medium,Wind Tunnel Test
66,New River Gorge Bridge,Arch,USA,Historical Data,1977.0,518,21.0,27.4,0.77,924.0,Steel Arch,0.193,0.174,0.363,1.19,0.32,6.1,8.9,31.7,24.3,0.029,,,Medium,Field Monitoring
67,Lupu Bridge,Arch,China,SCI Paper,2003.0,550,32.0,8.0,4.0,3900.0,Steel Arch,0.182,0.164,0.342,1.08,0.28,6.8,10.1,36.4,27.8,0.026,,,Medium,CFD Analysis
68,Chaotianmen Bridge,Arch,China,EI Journal,2009.0,552,36.5,8.5,4.29,1741.0,Steel Arch,0.181,0.163,0.341,1.07,0.27,6.9,10.2,35.8,27.3,0.025,,,Medium,Field Monitoring
69,Wanxian Bridge,Arch,China,SCI Paper,1997.0,420,23.0,15.0,1.53,1370.0,Concrete Arch,0.238,0.214,0.447,1.13,0.29,5.7,8.3,26.9,20.5,0.03,,,Medium,CFD Analysis
70,Krk Bridge,Arch,Croatia,Historical Data,1980.0,390,22.0,19.8,1.11,1430.0,Concrete Arch,0.256,0.23,0.481,1.11,0.28,5.9,8.7,25.3,19.2,0.029,,,Medium,Field Monitoring
71,Pont du Gard,Arch,France,Historical Data,50.0,25,6.0,48.8,0.12,275.0,Stone Arch,0.4,0.36,0.752,1.35,0.38,4.2,6.1,12.7,9.8,0.045,,,Low,Historical Study
72,Alcantara Bridge,Arch,Spain,Historical Data,106.0,29,8.0,19.0,0.42,194.0,Stone Arch,0.345,0.311,0.649,1.32,0.36,4.5,6.6,14.2,10.9,0.042,,,Low,Historical Study
73,Rialto Bridge,Arch,Italy,Historical Data,1591.0,28,7.2,22.9,0.31,48.0,Stone Arch,0.357,0.321,0.671,1.38,0.39,4.1,6.0,11.8,9.1,0.048,,,Low,Historical Study
74,Ponte Vecchio,Arch,Italy,Historical Data,1345.0,30,4.8,54.2,0.09,95.0,Stone Arch,0.333,0.3,0.627,1.42,0.41,3.9,5.7,10.3,7.9,0.051,,,Low,Historical Study
75,Charles Bridge,Arch,Czech Republic,Historical Data,1402.0,16,9.5,27.4,0.35,516.0,Stone Arch,0.625,0.563,1.175,1.45,0.43,3.5,5.1,8.7,6.7,0.058,,,Low,Historical Study
76,Tower Bridge London,Bascule,UK,Historical Data,1894.0,61,18.0,8.6,2.09,244.0,Steel Truss,0.642,0.578,1.284,1.14,0.28,5.2,7.3,18.5,13.7,0.035,,,Low,Field Monitoring
77,London Bridge,Arch,UK,Historical Data,1973.0,104,32.0,9.5,3.37,283.0,Concrete Box,0.962,0.866,1.808,1.26,0.34,4.8,7.0,16.2,12.4,0.038,,,Low,Field Monitoring
78,Westminster Bridge,Arch,UK,Historical Data,1862.0,76,26.0,13.4,1.94,252.0,Cast Iron,0.658,0.592,1.237,1.35,0.37,4.3,6.3,13.9,10.7,0.041,,,Low,Historical Study
79,Millennium Bridge,Suspension,UK,SCI Paper,2000.0,144,4.0,2.3,1.74,325.0,Steel Box,0.694,0.625,1.306,0.95,0.24,7.8,11.4,22.1,16.8,0.031,Tuned Mass Dampers,Reduce 85%,Low,Field Monitoring
80,Gateshead Millennium Bridge,Tilting,UK,SCI Paper,2001.0,105,8.0,50.0,0.16,126.0,Steel Arch,0.952,0.857,1.79,1.08,0.27,5.1,7.4,17.3,13.2,0.036,,,Low,Field Monitoring
81,Peace Bridge,Arch,Canada/USA,Historical Data,1927.0,174,17.1,29.9,0.57,1768.0,Steel Arch,0.575,0.518,1.082,1.17,0.31,5.6,8.2,20.8,15.9,0.033,,,Low,Field Monitoring
82,Rainbow Bridge Niagara,Arch,Canada/USA,Historical Data,1941.0,290,12.8,30.0,0.43,440.0,Steel Arch,0.345,0.311,0.649,1.19,0.32,5.4,7.9,23.6,18.1,0.031,,,Medium,Field Monitoring
83,Jacques Cartier Bridge,Truss,Canada,Historical Data,1930.0,334,18.9,24.0,0.79,2687.0,Steel Truss,0.299,0.269,0.562,1.13,0.29,6.0,8.8,27.4,20.9,0.026,,,Medium,Field Monitoring
84,Champlain Bridge,Cantilever,Canada,Historical Data,1962.0,215,21.9,35.8,0.61,3400.0,Steel Truss,0.465,0.419,0.875,1.15,0.3,5.8,8.5,24.2,18.5,0.028,,,Medium,Field Monitoring
85,Kurushima-Kaikyo Bridge,Suspension,Japan,Japanese Bridge VIV Database 2005,1999.0,1030,27.0,3.2,8.4375,,Steel Box,0.168,0.152,0.421,,,11.3,14.8,48.9,32.5,0.014,Fairings,,High,Three consecutive suspension spans
86,Great Belt Bridge,Suspension,Denmark,Great Belt VIV Study - European Bridge Journal 2001,1998.0,1624,31.0,4.2,7.380952381,,Steel Box,0.092,0.081,0.238,0.78,0.11,15.1,19.2,38.4,26.3,0.016,Fairings,,Medium,Comprehensive wind tunnel testing
87,Gwangan Bridge,Cable-Stayed,South Korea,Korean Bridge VIV Research 2007,2003.0,500,25.0,3.5,7.142857143,,Steel Box,0.215,0.188,0.556,,,9.8,12.5,41.7,28.9,0.013,Vibration Control,,Medium,Urban cable-stayed bridge with VIV concerns
88,Yi Sun-sin Bridge,Cable-Stayed,South Korea,Yi Sun-sin Bridge Wind Study 2014,2012.0,810,32.0,3.8,8.421052632,,Steel Box,0.158,0.142,0.405,,,11.7,15.3,33.5,22.8,0.019,Fairings,,Medium,Modern cable-stayed with wind mitigation
90,Twin-Box Cable-Stayed Bridge Case 1,Cable-Stayed,China,Experimental studies on VIV for twin-box girder,,680,33.0,3.5,9.43,,Steel Box,0.198,,,,,8.5,11.2,62.5,,0.012,,,,Wind tunnel test - slot width 0.4m
91,Twin-Box Cable-Stayed Bridge Case 2,Cable-Stayed,China,Experimental studies on VIV for twin-box girder,,680,33.0,3.5,9.43,,Steel Box,0.198,,,,,9.2,12.5,45.3,,0.012,Slot width optimization,,,"Wind tunnel test - slot width 0.6m, reduced VIV"
92,Sea-Crossing Bridge Monitoring Case,Cable-Stayed,China,Full-scale measurement wind actions sea-crossing bridge,,458,29.5,3.2,,,Steel Box,0.235,0.198,0.587,,,10.5,13.8,38.7,26.3,0.019,,,Medium,Field monitoring data
94,Cable-Stayed Bridge with Low-Freq Cable Vibration,Cable-Stayed,China,Field observation low-frequency cable vibrations,,620,28.5,3.3,,,Steel Box,0.187,,,,,7.8,10.2,52.3,35.8,0.008,,,High,Cable vibration coupling with deck VIV
95,Long-Span Bridge Multi-Mode VIV Study,Suspension,China,Experimental and mathematical simulation multi-mode VIV,,1385,32.0,2.6,12.31,,Steel Box,0.395,0.361,0.948,,,7.1,10.1,71.5,48.2,0.022,,,High,Multi-mode VIV observed in wind tunnel
96,Twin-Box Girder with VIV Countermeasures,Cable-Stayed,China,Research on VIV and aerodynamic mitigation,,550,30.8,3.2,,,Steel Box,0.215,,,,,11.5,15.3,28.4,,0.015,Aerodynamic mitigation devices,Reduce 65%,Low,Successfully suppressed VIV with countermeasures
98,Rail-Cum-Road Twin Deck Bridge Case Study,Cable-Stayed,China,Effect of spacing VIV rail-cum-road bridges,,720,38.5,4.2,9.17,,Steel Box,0.182,,,,,8.2,11.5,58.7,,0.011,,,High,Twin asymmetric parallel decks - spacing effect study
99,Double-Deck Plate-Truss Composite Girder Bridge,Suspension,China,VIV characteristic double deck plate-truss composite,,1490,36.0,3.3,10.91,,Composite,0.137,,,,,9.2,14.7,43.6,,0.013,,,Medium,Two-region VIV characteristic study
100,Wide Streamline Box Girder Optimization Case,Cable-Stayed,China,VIV Optimization Wide Streamline Box Girder,,580,41.0,3.8,10.79,,Steel Box,0.205,,,,,10.8,14.2,35.2,,0.016,Streamline optimization,Reduce 58%,Low,Wind tunnel test - optimized aerodynamic shape
101,Double-Layer Steel Truss Bridge Ventilation Study,Truss,China,Railing ventilation rate aerodynamic mechanism VIV steel truss,,850,30.0,12.5,2.4,,Steel Truss,0.168,,,,,7.5,10.3,47.8,,0.014,,,High,Double-layer truss - railing ventilation effect
102,Ultra Long-Span 5000m Suspension Bridge Concept,Suspension,China,Wind tunnel testing 5000m suspension bridge,,5000,42.0,4.5,9.33,,Steel Box,0.052,,,,,15.5,22.0,125.0,,0.008,,,High,Conceptual ultra-long span - buffeting analysis
103,Jiashao Bridge,Cable-Stayed,China,Wind engineering database,2013.0,428,36.0,3.5,10.29,,Steel Box,0.225,0.198,0.612,,,11.2,15.6,32.4,21.8,0.018,,,Medium,Major sea-crossing bridge in Zhejiang
104,Stonecutters Bridge,Cable-Stayed,Hong Kong,Hong Kong bridge wind study,2009.0,1018,32.5,4.5,7.22,,Composite,0.142,0.128,0.356,0.84,0.13,9.8,13.4,48.5,32.7,0.013,,,High,World record cable-stayed span at completion
105,Incheon Bridge,Cable-Stayed,South Korea,Korean bridge VIV research,2009.0,800,33.4,3.6,9.28,,Steel Box,0.172,0.155,0.445,,,10.5,14.8,40.2,27.5,0.015,,,Medium,Major sea-crossing in South Korea
106,Russky Bridge,Cable-Stayed,Russia,Russian bridge wind engineering,2012.0,1104,29.5,3.5,8.43,,Steel Box,0.136,0.122,0.348,,,8.7,12.2,52.8,36.4,0.011,,,High,Longest cable-stayed span (2012-2016)
107,Rion-Antirion Bridge,Cable-Stayed,Greece,European bridge wind study,2004.0,560,27.2,3.0,9.07,,Concrete Box,0.195,0.175,0.512,,,11.0,15.5,38.9,26.2,0.014,,,Medium,"Multi-span cable-stayed, seismic design"
108,Vasco da Gama Bridge,Cable-Stayed,Portugal,Portuguese bridge monitoring,1998.0,420,30.1,3.2,9.41,,Concrete Box,0.218,0.192,0.598,,,12.3,16.8,29.5,19.8,0.017,,,Low,Longest bridge in Europe at completion
109,Jiangyin Yangtze River Bridge,Suspension,China,Yangtze River bridges review,1999.0,1385,32.0,2.6,12.31,,Steel Box,0.395,0.361,0.948,0.94,0.19,7.1,10.1,44.6,27.9,0.022,,,High,First Chinese-designed long-span suspension
110,Tsing Yi South Bridge,Cable-Stayed,Hong Kong,Hong Kong structural monitoring,2009.0,430,25.8,3.4,7.59,,Steel Box,0.232,0.208,0.625,,,10.9,14.7,34.7,23.5,0.019,,,Medium,Part of Route 8 strategic link
111,Yichang Yangtze River Bridge,Cable-Stayed,China,Yangtze River bridges database,2001.0,960,28.5,3.8,7.5,,Concrete Box,0.155,0.138,0.392,,,8.9,12.6,49.3,33.8,0.012,,,High,Third longest span in China at completion
112,Ting Kau Bridge,Cable-Stayed,Hong Kong,Hong Kong bridge health monitoring,1998.0,475,26.4,3.2,8.25,,Steel Box,0.208,0.185,0.545,,,10.2,13.9,37.2,25.4,0.016,,,Medium,Triple-tower cable-stayed design
113,Pi-Section Cable-Stayed Bridge Case Study 1,Cable-Stayed,China,Pi-section cable-stayed bridge VIV research,,638,34.5,3.6,9.58,,Composite,0.192,,,,,7.8,10.6,68.3,,0.01,,,High,Π型叠合梁断面 - wind tunnel test
114,Pi-Section Cable-Stayed Bridge with Guide Vanes,Cable-Stayed,China,Pi-section VIV aerodynamic control measures,,638,34.5,3.6,9.58,,Composite,0.192,,,,,10.2,14.8,24.7,,0.01,Guide Vanes,Reduce 64%,Low,导流板控制措施 - suppression effective
115,Flat Streamlined Box Girder Bridge,Suspension,China,Flat streamlined box girder VIV analysis 2023,,1688,39.6,3.5,11.31,,Steel Box,0.135,,,,,9.5,13.8,51.2,,0.015,,,High,扁平流线型箱梁 - aerodynamic characteristics study
116,Ultra Long-Span Suspension Bridge VIV Control Study,Suspension,China,Ultra long-span suspension bridge VIV response control,,2038,41.0,4.0,10.25,,Steel Box,0.088,,,,,8.2,11.7,87.5,,0.009,TMD,Reduce 42%,High,TMD vibration control research
